Input Sample,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Pearson Correlation,RMSE
V847,0.18725665510364,0.0028589017318725,0,0.0029044219881122,0,0.002477943426924,0,0.0026060160747341,0.0028800040516481,0,0,0.0008,0,0.11919015410944,0.22867766764529,0.0003,0.12371439038467,0.089539046610885,0.048987832774357,0.0005,0.18613099625887,0.0011788922324797,0,0.5543899012329271,0.8317685750215702
V848,0.0037162801050383,0,0.30762990575189,0.048432898359056,0,0.31281394238027,0,0.0001,0.0033864844902329,0.0065181577298285,0.0091631351900483,0,0,0.031296205882525,0.27209143154753,0,0,0,0,0.0025735276149695,0.0022756196277083,0,0,0.5385819394456418,0.8508243194296891
V849,0,0.0036192004792052,0.12258788025374,0.0045450767296163,0,0.11646409434826,0.099544908432258,0.15642324257646,0,0.0021424047430531,0.0073485726890425,0,0,0.13691050893081,0.09102705563968,0,0.10357110586407,0.012024608634139,0.14301981985001,0,0,0.0008,0,0.2877139948769763,0.9633924003488
V850,0.063250953349312,0.12362959286964,0,0,0,0.010106276662905,0.0059005519340038,0,0.19795287794209,0,0,0.014886481982288,0,0.0031819635109013,0.0001,0.22362318716181,0.1218221505066,0.0029830214945359,0.017551021928328,0,0,0.21502874412337,0,0.5216385978424408,0.8545565355243642
V851,0,0.10421478867553,0,0.0004,0,0.097160700468104,0.015280051232211,0,0,0.083457298705351,0.002331947774239,0,0.0012077705476058,0.11553319051102,0.26502270935201,0.12726926829578,0.12384119313886,0.0012799222964764,0.002374957380198,0,0.060608650446094,0,0,0.4799841114192225,0.8775938117968024
V852,0.00232014172716,0,0,0,0.12339829834377,0.025424217863457,0,0.069814548968604,0,0.010829109257681,0.06223093881476,0,0,0,0.17011884363056,0.24194369238051,0,0.0010086269779729,0,0.19624944805557,0.096145901534077,0.0005,0,0.41590125666217886,0.911370505019594
V853,0.0003,0.0064838490270733,0,0.0010734115106384,0,0.13371811813,0,0,0.0073125735119552,0.012657484494233,0,0.012959987170659,0.30463461850972,0.12591895955708,0,0.24890323748963,0.12222638476084,0.0027431993395517,0.011031130800345,0,0.0083872561869347,0.0016410730716069,0,0.5465165335219613,0.8415494147620962
V854,0.17917624291814,0.013275466881513,0.10641848835403,0.0063851795766031,0.0024787126352419,0,0.0053679909899083,0.16151017312134,0,0.0008,0.0046316673915028,0,0.057654225461017,0,0.16341850057976,0.17300285522899,0.0028233088645961,0,0.006510353356194,0.0020755070223504,0.053907189585484,0.060571362707254,0,0.4156472345840046,0.9114654372328722
V855,0.0052888809164123,0,0.0006,0.0002,0.42617162034513,0,0.010672932048616,0.2157181707433,0,0.0027412852417086,0.16292545232399,0.008140619951592,0.0008,0.022074393996577,0,0.12847998529401,0,0,0.0060001629394961,0,0.010212494148893,0,0,0.5099217255713839,0.8618383313792454
V856,0.0036267225874463,0.13814952133993,0.0019455912051678,0.17019458149235,0.001,0,0.016672435991914,0.19419726163035,0,0,0,0.0027633183030659,0.16001004092306,0.0078098323236847,0,0.064109964351963,0,0.097106226502515,0.0095135555459979,0,0.061224267535466,0.071702333084887,0,0.4518956679829564,0.8917236904604842
